2,44260
1,46556
10,48229
1,48874
2,51184
1,53462
10,54388
1,55766
2,58065
2,60345
2,62672
1,64944
10,66002
2,67220
2,69520
2,71867
1,74165
10,75136
1,76481
2,78816
1,81127
10,82194
1,83422
2,85704
1,88008
10,89132
1,90271
2,92597
2,94903
1,97218
2,99563
2,1.0185e+05
1,1.0418e+05
10,1.048e+05
1,1.0646e+05
10,1.072e+05
1,1.0879e+05
10,1.097e+05
2,1.1111e+05
2,1.1343e+05
1,1.1579e+05
10,1.165e+05
1,1.1807e+05
10,1.1901e+05
1,1.2039e+05
10,1.2135e+05
1,1.2266e+05
10,1.2365e+05
2,1.2496e+05
2,1.2726e+05
2,1.2956e+05
2,1.319e+05
1,1.3419e+05
10,1.3487e+05
1,1.3652e+05
10,1.375e+05
1,1.3881e+05
10,1.3973e+05
2,1.4111e+05
2,1.4339e+05
1,1.4572e+05
10,1.4659e+05
1,1.4804e+05
10,1.4894e+05
1,1.5032e+05
10,1.5139e+05
2,1.5264e+05
2,1.5493e+05
2,1.5726e+05
1,1.5956e+05
10,1.6069e+05
1,1.6183e+05
10,1.628e+05
2,1.6411e+05
1,1.6643e+05
10,1.675e+05
2,1.6871e+05
2,1.7103e+05
1,1.7336e+05
10,1.744e+05
2,1.7567e+05
2,1.78e+05
1,1.803e+05
10,1.8114e+05
2,1.8261e+05
1,1.849e+05
10,1.8588e+05
2,1.8722e+05
2,1.8951e+05
1,1.9182e+05
10,1.93e+05
1,1.9414e+05
10,1.9529e+05
1,1.9643e+05
10,1.9759e+05
2,1.9873e+05
2,2.0102e+05
1,2.0328e+05
10,2.0457e+05
2,2.0554e+05
1,2.0783e+05
10,2.0914e+05
2,2.1016e+05
2,2.1246e+05
1,2.1476e+05
10,2.1565e+05
1,2.1706e+05
10,2.1861e+05
2,2.1939e+05
1,2.217e+05
10,2.2271e+05
1,2.24e+05
10,2.2525e+05
2,2.263e+05
1,2.2858e+05
10,2.2963e+05
1,2.3088e+05
10,2.3195e+05
2,2.332e+05
2,2.3549e+05
2,2.3778e+05
1,2.4008e+05
10,2.4107e+05
2,2.4239e+05
2,2.447e+05
1,2.4699e+05
10,2.4797e+05
1,2.4928e+05
10,2.5038e+05
2,2.5163e+05
2,2.539e+05
2,2.5627e+05
2,2.5859e+05
1,2.609e+05
10,2.6198e+05
1,2.6326e+05
10,2.6445e+05
2,2.6555e+05
1,2.6784e+05
10,2.6933e+05
1,2.7016e+05
10,2.713e+05
1,2.7248e+05
10,2.7336e+05
2,2.7481e+05
2,2.7707e+05
1,2.7941e+05
10,2.8045e+05
2,2.817e+05
1,2.8405e+05
10,2.8503e+05
1,2.8634e+05
10,2.8739e+05
2,2.8869e+05
1,2.91e+05
10,2.9214e+05
2,2.9329e+05
1,2.9561e+05
10,2.9673e+05
2,2.9789e+05
2,3.0021e+05
1,3.0253e+05
10,3.0341e+05
2,3.048e+05
2,3.0709e+05
1,3.0943e+05
10,3.1055e+05
1,3.1171e+05
10,3.13e+05
1,3.1401e+05
10,3.1524e+05
1,3.1629e+05
10,3.1734e+05
2,3.1856e+05
1,3.2089e+05
10,3.2221e+05
2,3.2317e+05
2,3.2548e+05
2,3.278e+05
1,3.3013e+05
10,3.3106e+05
1,3.3246e+05
10,3.3336e+05
1,3.3475e+05
10,3.3566e+05
1,3.3705e+05
10,3.3795e+05
2,3.3936e+05
2,3.4169e+05
1,3.4403e+05
10,3.4514e+05
1,3.4636e+05
10,3.4733e+05
2,3.4865e+05
2,3.5096e+05
2,3.5327e+05
2,3.5554e+05
1,3.5787e+05
10,3.589e+05
2,3.6016e+05
1,3.6246e+05
10,3.6353e+05
1,3.6474e+05
10,3.6566e+05
2,3.6708e+05
1,3.6939e+05
10,3.7034e+05
2,3.7173e+05
2,3.7403e+05
1,3.763e+05
10,3.7743e+05
2,3.7863e+05
2,3.8092e+05
1,3.8319e+05
10,3.8425e+05
1,3.8551e+05
10,3.8672e+05
1,3.8786e+05
10,3.89e+05
