2,82897
2,85180
1,87474
10,88218
1,89800
10,90866
1,92065
10,93035
2,94343
1,96637
10,97481
1,98967
10,99908
2,1.0129e+05
2,1.0357e+05
1,1.0589e+05
10,1.066e+05
2,1.0826e+05
2,1.1062e+05
2,1.129e+05
1,1.152e+05
10,1.1568e+05
2,1.1756e+05
1,1.1986e+05
10,1.206e+05
1,1.2214e+05
10,1.2335e+05
1,1.2446e+05
10,1.2537e+05
2,1.2679e+05
2,1.2908e+05
1,1.3139e+05
10,1.3229e+05
1,1.3372e+05
10,1.3468e+05
2,1.36e+05
1,1.383e+05
10,1.3898e+05
1,1.4063e+05
10,1.4173e+05
2,1.4292e+05
2,1.4521e+05
2,1.4754e+05
1,1.4983e+05
10,1.5044e+05
1,1.521e+05
10,1.5319e+05
1,1.5446e+05
10,1.5553e+05
2,1.5676e+05
2,1.5908e+05
2,1.6141e+05
1,1.6369e+05
10,1.6419e+05
1,1.6599e+05
10,1.6727e+05
2,1.6832e+05
2,1.7061e+05
1,1.7291e+05
10,1.7366e+05
1,1.7519e+05
10,1.7601e+05
2,1.7746e+05
1,1.7982e+05
10,1.8047e+05
2,1.8213e+05
2,1.8446e+05
1,1.8676e+05
10,1.8745e+05
2,1.8909e+05
2,1.9142e+05
1,1.9372e+05
10,1.9415e+05
1,1.9599e+05
10,1.9699e+05
1,1.9831e+05
10,1.9916e+05
1,2.0061e+05
10,2.0135e+05
2,2.0294e+05
1,2.0524e+05
10,2.0598e+05
2,2.0758e+05
2,2.0989e+05
1,2.1221e+05
10,2.1288e+05
2,2.145e+05
1,2.1684e+05
10,2.1749e+05
2,2.1909e+05
2,2.2139e+05
1,2.237e+05
10,2.2446e+05
2,2.26e+05
1,2.2832e+05
10,2.2909e+05
1,2.306e+05
10,2.3179e+05
2,2.3289e+05
2,2.3519e+05
1,2.3747e+05
10,2.3813e+05
1,2.3978e+05
10,2.407e+05
2,2.4204e+05
2,2.4436e+05
2,2.4666e+05
1,2.4895e+05
10,2.4953e+05
2,2.5126e+05
1,2.5359e+05
10,2.5411e+05
1,2.5591e+05
10,2.5697e+05
2,2.5822e+05
1,2.6052e+05
10,2.6133e+05
2,2.6281e+05
1,2.6513e+05
10,2.6584e+05
1,2.6742e+05
1,2.6969e+05
2,2.7197e+05
1,2.7428e+05
10,2.7524e+05
2,2.7655e+05
1,2.7886e+05
10,2.7971e+05
2,2.8111e+05
1,2.8343e+05
10,2.8445e+05
2,2.8573e+05
2,2.8804e+05
2,2.9039e+05
2,2.9269e+05
2,2.9501e+05
1,2.9732e+05
10,2.9796e+05
2,2.9962e+05
1,3.0195e+05
10,3.0264e+05
1,3.0423e+05
10,3.0537e+05
1,3.0653e+05
10,3.0772e+05
2,3.0881e+05
1,3.1111e+05
10,3.1181e+05
1,3.1338e+05
10,3.142e+05
2,3.157e+05
2,3.1829e+05
2,3.2058e+05
1,3.2286e+05
10,3.2356e+05
2,3.2518e+05
1,3.2749e+05
10,3.28e+05
1,3.2979e+05
10,3.307e+05
1,3.3212e+05
10,3.3299e+05
2,3.344e+05
1,3.3669e+05
10,3.3736e+05
2,3.3901e+05
1,3.4129e+05
10,3.4206e+05
2,3.4361e+05
1,3.4592e+05
10,3.4688e+05
1,3.482e+05
10,3.4917e+05
2,3.5052e+05
2,3.5282e+05
1,3.5511e+05
10,3.5578e+05
2,3.5738e+05
2,3.5968e+05
1,3.6202e+05
10,3.6271e+05
2,3.6435e+05
2,3.6662e+05
2,3.689e+05
2,3.7125e+05
1,3.7354e+05
10,3.7407e+05
1,3.7583e+05
10,3.7703e+05
1,3.7814e+05
10,3.7905e+05
1,3.8042e+05
10,3.8125e+05
2,3.8269e+05
1,3.85e+05
10,3.859e+05
1,3.8727e+05
10,3.8819e+05
1,3.8958e+05
10,3.9082e+05
2,3.919e+05
1,3.9418e+05
10,3.9535e+05
1,3.9647e+05
10,3.9768e+05
2,3.9874e+05
2,4.0105e+05
2,4.0335e+05
2,4.0565e+05
10,4.061e+05
1,4.0793e+05
10,4.0897e+05
1,4.1025e+05
10,4.1146e+05
1,4.126e+05
10,4.1373e+05
2,4.1493e+05
1,4.1726e+05
10,4.1811e+05
2,4.1954e+05
2,4.2183e+05
2,4.2413e+05
1,4.2644e+05
10,4.2715e+05
