2,59142
2,61483
2,63773
1,66085
10,67017
1,68354
1,70695
10,72275
1,73020
2,75299
2,77597
1,79875
10,81661
2,82203
1,84463
10,85482
2,86764
2,89085
1,91389
10,92319
1,93674
10,94869
2,95956
1,98276
10,99419
1,1.0056e+05
10,1.0155e+05
2,1.0291e+05
2,1.0519e+05
1,1.0751e+05
10,1.0841e+05
1,1.0984e+05
10,1.1127e+05
2,1.1214e+05
2,1.1444e+05
1,1.1675e+05
10,1.1778e+05
1,1.1907e+05
2,1.2139e+05
1,1.2372e+05
10,1.2501e+05
2,1.2606e+05
1,1.2837e+05
10,1.293e+05
2,1.307e+05
1,1.3298e+05
10,1.3376e+05
1,1.3531e+05
10,1.3631e+05
1,1.3759e+05
10,1.3858e+05
1,1.399e+05
10,1.4095e+05
2,1.4221e+05
2,1.4448e+05
2,1.4678e+05
2,1.4904e+05
1,1.5136e+05
10,1.5228e+05
1,1.5363e+05
10,1.5476e+05
2,1.5591e+05
1,1.5819e+05
10,1.5942e+05
2,1.6048e+05
2,1.628e+05
2,1.6511e+05
2,1.6739e+05
1,1.6967e+05
10,1.7047e+05
1,1.7201e+05
10,1.7311e+05
1,1.7431e+05
10,1.7538e+05
2,1.7665e+05
2,1.7895e+05
1,1.8128e+05
10,1.8251e+05
2,1.8358e+05
2,1.8588e+05
1,1.8817e+05
10,1.8892e+05
1,1.9045e+05
10,1.9123e+05
1,1.9278e+05
10,1.9377e+05
2,1.9505e+05
1,1.9736e+05
10,1.9855e+05
1,1.9962e+05
10,2.0067e+05
1,2.0194e+05
10,2.029e+05
1,2.0425e+05
10,2.0519e+05
2,2.0658e+05
2,2.0888e+05
2,2.1116e+05
2,2.1348e+05
2,2.1577e+05
1,2.1808e+05
10,2.1904e+05
2,2.2038e+05
1,2.2266e+05
10,2.2366e+05
1,2.2496e+05
10,2.2615e+05
2,2.2729e+05
2,2.2957e+05
1,2.3188e+05
10,2.3279e+05
2,2.342e+05
2,2.3652e+05
1,2.388e+05
10,2.3979e+05
1,2.4111e+05
10,2.4223e+05
2,2.4341e+05
2,2.4569e+05
1,2.4797e+05
10,2.4904e+05
2,2.5027e+05
2,2.5255e+05
1,2.5486e+05
10,2.5641e+05
1,2.5722e+05
1,2.5952e+05
2,2.618e+05
1,2.6408e+05
10,2.645e+05
2,2.6638e+05
10,2.6682e+05
2,2.6865e+05
2,2.7098e+05
10,2.7177e+05
2,2.7326e+05
2,2.7557e+05
1,2.7788e+05
10,2.7846e+05
1,2.8015e+05
10,2.8117e+05
1,2.8245e+05
10,2.8334e+05
1,2.8477e+05
10,2.8557e+05
1,2.8709e+05
10,2.8782e+05
2,2.8937e+05
2,2.9167e+05
1,2.9394e+05
10,2.9491e+05
2,2.9626e+05
1,2.9859e+05
10,2.9938e+05
2,3.009e+05
10,3.0231e+05
1,3.0321e+05
10,3.0437e+05
1,3.0548e+05
10,3.0668e+05
1,3.0782e+05
10,3.0879e+05
2,3.1012e+05
1,3.1242e+05
10,3.1321e+05
2,3.1476e+05
1,3.1704e+05
10,3.1776e+05
2,3.1935e+05
2,3.2161e+05
1,3.2392e+05
10,3.2467e+05
2,3.2622e+05
2,3.2852e+05
1,3.3084e+05
10,3.3166e+05
1,3.3314e+05
10,3.3393e+05
2,3.3542e+05
2,3.377e+05
1,3.3998e+05
10,3.4079e+05
2,3.4229e+05
2,3.4462e+05
1,3.4692e+05
10,3.4794e+05
2,3.4923e+05
1,3.5156e+05
10,3.5252e+05
1,3.5386e+05
10,3.5531e+05
1,3.5613e+05
10,3.5758e+05
1,3.584e+05
10,3.5999e+05
1,3.6069e+05
10,3.6235e+05
1,3.6302e+05
10,3.6471e+05
1,3.6532e+05
2,3.6759e+05
2,3.6987e+05
2,3.7218e+05
2,3.7446e+05
2,3.7676e+05
1,3.7903e+05
10,3.7985e+05
2,3.8136e+05
1,3.8363e+05
10,3.8426e+05
2,3.8595e+05
2,3.8826e+05
2,3.9053e+05
1,3.9281e+05
10,3.9312e+05
1,3.9506e+05
10,3.9615e+05
2,3.9736e+05
1,3.9966e+05
10,4.0069e+05
1,4.0196e+05
10,4.0285e+05
